threshold_C,precision,recall,f1
51.24,0.7432735426008968,0.6772216547497446,0.7087119187600213
51.27,0.7438202247191011,0.676200204290092,0.7084002140181915
51.28,0.7435320584926884,0.6751787538304392,0.7077087794432548
51.29,0.7440811724915445,0.6741573033707865,0.7073954983922829
51.3,0.7437923250564334,0.6731358529111338,0.7067024128686327
51.31,0.7440543601359003,0.6710929519918284,0.7056928034371643
51.34,0.7457434733257662,0.6710929519918284,0.7064516129032258
51.35,0.7463026166097838,0.6700715015321757,0.7061356297093647
51.36,0.7460136674259681,0.669050051072523,0.7054388799138396
51.38,0.7468643101482326,0.669050051072523,0.7058189655172414
51.39,0.7465753424657534,0.6680286006128703,0.7051212938005391
51.4,0.7474285714285714,0.6680286006128703,0.7055016181229773
51.41,0.7468499427262314,0.6659856996935649,0.7041036717062635
51.43,0.746268656716418,0.6639427987742594,0.7027027027027027
51.44,0.7476958525345622,0.6629213483146067,0.7027612344342176
51.45,0.7474048442906575,0.6618998978549541,0.7020585048754063
51.46,0.7482678983833718,0.6618998978549541,0.702439024390244
51.47,0.7491329479768786,0.6618998978549541,0.702819956616052
51.48,0.7488425925925926,0.6608784473953013,0.7021161150298426
51.49,0.7485515643105446,0.6598569969356486,0.7014115092290988
51.52,0.7494199535962877,0.6598569969356486,0.7017925040738728
51.53,0.7491289198606271,0.658835546475996,0.7010869565217391
51.54,0.7488372093023256,0.6578140960163432,0.7003806416530723
51.56,0.751458576429405,0.6578140960163432,0.701525054466231
51.58,0.7511682242990654,0.6567926455566905,0.700817438692098
51.59,0.7508771929824561,0.6557711950970377,0.7001090512540894
51.6,0.7505854800936768,0.6547497446373851,0.6993998908892526
51.61,0.7502930832356389,0.6537282941777324,0.6986899563318777
51.63,0.7505882352941177,0.651685393258427,0.697648988518316
51.64,0.7502944640753828,0.6506639427987743,0.6969365426695842
51.65,0.75,0.6496424923391215,0.6962233169129721
51.66,0.7514792899408284,0.6486210418794689,0.6962719298245615
51.67,0.7511848341232228,0.6475995914198162,0.6955567745474492
51.68,0.7517814726840855,0.6465781409601634,0.6952224052718287
51.69,0.7526753864447087,0.6465781409601634,0.6956043956043956
51.7,0.7553699284009546,0.6465781409601634,0.6967528893780957
51.71,0.7550776583034647,0.6455566905005107,0.6960352422907489
51.72,0.7553956834532374,0.6435137895812053,0.6949806949806949
